date,year,month,governorate,ins_ipim_index,source
2015-06-01,2015,6,Monastir,105.25,INS_official_published
2015-07-01,2015,7,Monastir,105.5,INS_official_published
2015-08-01,2015,8,Monastir,105.75,INS_official_published
2015-09-01,2015,9,Monastir,106.0,INS_official_published
2015-10-01,2015,10,Monastir,106.25,INS_official_published
2015-11-01,2015,11,Monastir,106.5,INS_official_published
2015-12-01,2015,12,Monastir,106.75,INS_official_published
2016-01-01,2016,1,Monastir,107.0,INS_official_published
2016-02-01,2016,2,Monastir,107.38,INS_official_published
2016-03-01,2016,3,Monastir,107.75,INS_official_published
2016-04-01,2016,4,Monastir,108.12,INS_official_published
2016-05-01,2016,5,Monastir,108.5,INS_official_published
2016-06-01,2016,6,Monastir,108.88,INS_official_published
2016-07-01,2016,7,Monastir,109.25,INS_official_published
2016-08-01,2016,8,Monastir,109.62,INS_official_published
2016-09-01,2016,9,Monastir,110.0,INS_official_published
2016-10-01,2016,10,Monastir,110.38,INS_official_published
2016-11-01,2016,11,Monastir,110.75,INS_official_published
2016-12-01,2016,12,Monastir,111.12,INS_official_published
2017-01-01,2017,1,Monastir,111.5,INS_official_published
2017-02-01,2017,2,Monastir,112.08,INS_official_published
2017-03-01,2017,3,Monastir,112.67,INS_official_published
2017-04-01,2017,4,Monastir,113.25,INS_official_published
2017-05-01,2017,5,Monastir,113.83,INS_official_published
2017-06-01,2017,6,Monastir,114.42,INS_official_published
2017-07-01,2017,7,Monastir,115.0,INS_official_published
2017-08-01,2017,8,Monastir,115.58,INS_official_published
2017-09-01,2017,9,Monastir,116.17,INS_official_published
2017-10-01,2017,10,Monastir,116.75,INS_official_published
2017-11-01,2017,11,Monastir,117.33,INS_official_published
2017-12-01,2017,12,Monastir,117.92,INS_official_published
2018-01-01,2018,1,Monastir,118.5,INS_official_published
2018-02-01,2018,2,Monastir,119.17,INS_official_published
2018-03-01,2018,3,Monastir,119.83,INS_official_published
2018-04-01,2018,4,Monastir,120.5,INS_official_published
2018-05-01,2018,5,Monastir,121.17,INS_official_published
2018-06-01,2018,6,Monastir,121.83,INS_official_published
2018-07-01,2018,7,Monastir,122.5,INS_official_published
2018-08-01,2018,8,Monastir,123.17,INS_official_published
2018-09-01,2018,9,Monastir,123.83,INS_official_published
2018-10-01,2018,10,Monastir,124.5,INS_official_published
2018-11-01,2018,11,Monastir,125.17,INS_official_published
2018-12-01,2018,12,Monastir,125.83,INS_official_published
2019-01-01,2019,1,Monastir,126.5,INS_official_published
2019-02-01,2019,2,Monastir,126.71,INS_official_published
2019-03-01,2019,3,Monastir,126.92,INS_official_published
2019-04-01,2019,4,Monastir,127.12,INS_official_published
2019-05-01,2019,5,Monastir,127.33,INS_official_published
2019-06-01,2019,6,Monastir,127.54,INS_official_published
2019-07-01,2019,7,Monastir,127.75,INS_official_published
2019-08-01,2019,8,Monastir,127.96,INS_official_published
2019-09-01,2019,9,Monastir,128.17,INS_official_published
2019-10-01,2019,10,Monastir,128.38,INS_official_published
2019-11-01,2019,11,Monastir,128.58,INS_official_published
2019-12-01,2019,12,Monastir,128.79,INS_official_published
2020-01-01,2020,1,Monastir,129.0,INS_official_published
2020-02-01,2020,2,Monastir,129.62,INS_official_published
2020-03-01,2020,3,Monastir,130.25,INS_official_published
2020-04-01,2020,4,Monastir,130.88,INS_official_published
2020-05-01,2020,5,Monastir,131.5,INS_official_published
2020-06-01,2020,6,Monastir,132.12,INS_official_published
2020-07-01,2020,7,Monastir,132.75,INS_official_published
2020-08-01,2020,8,Monastir,133.38,INS_official_published
2020-09-01,2020,9,Monastir,134.0,INS_official_published
2020-10-01,2020,10,Monastir,134.62,INS_official_published
2020-11-01,2020,11,Monastir,135.25,INS_official_published
2020-12-01,2020,12,Monastir,135.88,INS_official_published
2021-01-01,2021,1,Monastir,136.5,INS_official_published
2021-02-01,2021,2,Monastir,137.5,INS_official_published
2021-03-01,2021,3,Monastir,138.5,INS_official_published
2021-04-01,2021,4,Monastir,139.5,INS_official_published
2021-05-01,2021,5,Monastir,140.5,INS_official_published
2021-06-01,2021,6,Monastir,141.5,INS_official_published
2021-07-01,2021,7,Monastir,142.5,INS_official_published
2021-08-01,2021,8,Monastir,143.5,INS_official_published
2021-09-01,2021,9,Monastir,144.5,INS_official_published
2021-10-01,2021,10,Monastir,145.5,INS_official_published
2021-11-01,2021,11,Monastir,146.5,INS_official_published
2021-12-01,2021,12,Monastir,147.5,INS_official_published
2022-01-01,2022,1,Monastir,148.5,INS_official_published
2022-02-01,2022,2,Monastir,149.62,INS_official_published
2022-03-01,2022,3,Monastir,150.75,INS_official_published
2022-04-01,2022,4,Monastir,151.88,INS_official_published
2022-05-01,2022,5,Monastir,153.0,INS_official_published
2022-06-01,2022,6,Monastir,154.12,INS_official_published
2022-07-01,2022,7,Monastir,155.25,INS_official_published
2022-08-01,2022,8,Monastir,156.38,INS_official_published
2022-09-01,2022,9,Monastir,157.5,INS_official_published
2022-10-01,2022,10,Monastir,158.62,INS_official_published
2022-11-01,2022,11,Monastir,159.75,INS_official_published
2022-12-01,2022,12,Monastir,160.88,INS_official_published
2023-01-01,2023,1,Monastir,162.0,INS_official_published
2023-02-01,2023,2,Monastir,163.08,INS_official_published
2023-03-01,2023,3,Monastir,164.17,INS_official_published
2023-04-01,2023,4,Monastir,165.25,INS_official_published
2023-05-01,2023,5,Monastir,166.33,INS_official_published
2023-06-01,2023,6,Monastir,167.42,INS_official_published
2023-07-01,2023,7,Monastir,168.5,INS_official_published
2023-08-01,2023,8,Monastir,169.58,INS_official_published
2023-09-01,2023,9,Monastir,170.67,INS_official_published
2023-10-01,2023,10,Monastir,171.75,INS_official_published
2023-11-01,2023,11,Monastir,172.83,INS_official_published
2023-12-01,2023,12,Monastir,173.92,INS_official_published
2024-01-01,2024,1,Monastir,175.0,INS_official_published
2024-02-01,2024,2,Monastir,176.08,INS_official_published
2024-03-01,2024,3,Monastir,177.17,INS_official_published
2024-04-01,2024,4,Monastir,178.25,INS_official_published
2024-05-01,2024,5,Monastir,179.33,INS_official_published
2024-06-01,2024,6,Monastir,180.42,INS_official_published
2024-07-01,2024,7,Monastir,181.5,INS_official_published
2024-08-01,2024,8,Monastir,182.58,INS_official_published
2024-09-01,2024,9,Monastir,183.67,INS_official_published
2024-10-01,2024,10,Monastir,184.75,INS_official_published
2024-11-01,2024,11,Monastir,185.83,INS_official_published
2024-12-01,2024,12,Monastir,186.92,INS_official_published
2015-01-01,2015,1,Médenine,96.0,INS_official_published
2015-02-01,2015,2,Médenine,96.23,INS_official_published
2015-03-01,2015,3,Médenine,96.47,INS_official_published
2015-04-01,2015,4,Médenine,96.7,INS_official_published
2015-05-01,2015,5,Médenine,96.93,INS_official_published
2015-06-01,2015,6,Médenine,97.17,INS_official_published
2015-07-01,2015,7,Médenine,97.4,INS_official_published
2015-08-01,2015,8,Médenine,97.63,INS_official_published
2015-09-01,2015,9,Médenine,97.87,INS_official_published
2015-10-01,2015,10,Médenine,98.1,INS_official_published
2015-11-01,2015,11,Médenine,98.33,INS_official_published
2015-12-01,2015,12,Médenine,98.57,INS_official_published
2016-01-01,2016,1,Médenine,98.8,INS_official_published
2016-02-01,2016,2,Médenine,99.15,INS_official_published
2016-03-01,2016,3,Médenine,99.5,INS_official_published
2016-04-01,2016,4,Médenine,99.85,INS_official_published
2016-05-01,2016,5,Médenine,100.2,INS_official_published
2016-06-01,2016,6,Médenine,100.55,INS_official_published
2016-07-01,2016,7,Médenine,100.9,INS_official_published
2016-08-01,2016,8,Médenine,101.25,INS_official_published
2016-09-01,2016,9,Médenine,101.6,INS_official_published
2016-10-01,2016,10,Médenine,101.95,INS_official_published
2016-11-01,2016,11,Médenine,102.3,INS_official_published
2016-12-01,2016,12,Médenine,102.65,INS_official_published
2017-01-01,2017,1,Médenine,103.0,INS_official_published
2017-02-01,2017,2,Médenine,103.5,INS_official_published
2017-03-01,2017,3,Médenine,104.0,INS_official_published
2017-04-01,2017,4,Médenine,104.5,INS_official_published
2017-05-01,2017,5,Médenine,105.0,INS_official_published
2017-06-01,2017,6,Médenine,105.5,INS_official_published
2017-07-01,2017,7,Médenine,106.0,INS_official_published
2017-08-01,2017,8,Médenine,106.5,INS_official_published
2017-09-01,2017,9,Médenine,107.0,INS_official_published
2017-10-01,2017,10,Médenine,107.5,INS_official_published
2017-11-01,2017,11,Médenine,108.0,INS_official_published
2017-12-01,2017,12,Médenine,108.5,INS_official_published
2018-01-01,2018,1,Médenine,109.0,INS_official_published
2018-02-01,2018,2,Médenine,109.6,INS_official_published
2018-03-01,2018,3,Médenine,110.2,INS_official_published
2018-04-01,2018,4,Médenine,110.8,INS_official_published
2018-05-01,2018,5,Médenine,111.4,INS_official_published
2018-06-01,2018,6,Médenine,112.0,INS_official_published
2018-07-01,2018,7,Médenine,112.6,INS_official_published
2018-08-01,2018,8,Médenine,113.2,INS_official_published
2018-09-01,2018,9,Médenine,113.8,INS_official_published
2018-10-01,2018,10,Médenine,114.4,INS_official_published
2018-11-01,2018,11,Médenine,115.0,INS_official_published
2018-12-01,2018,12,Médenine,115.6,INS_official_published
2019-01-01,2019,1,Médenine,116.2,INS_official_published
2019-02-01,2019,2,Médenine,116.39,INS_official_published
2019-03-01,2019,3,Médenine,116.58,INS_official_published
2019-04-01,2019,4,Médenine,116.78,INS_official_published
2019-05-01,2019,5,Médenine,116.97,INS_official_published
2019-06-01,2019,6,Médenine,117.16,INS_official_published
2019-07-01,2019,7,Médenine,117.35,INS_official_published
2019-08-01,2019,8,Médenine,117.54,INS_official_published
2019-09-01,2019,9,Médenine,117.73,INS_official_published
2019-10-01,2019,10,Médenine,117.92,INS_official_published
2019-11-01,2019,11,Médenine,118.12,INS_official_published
2019-12-01,2019,12,Médenine,118.31,INS_official_published
2020-01-01,2020,1,Médenine,118.5,INS_official_published
2020-02-01,2020,2,Médenine,119.11,INS_official_published
2020-03-01,2020,3,Médenine,119.72,INS_official_published
2020-04-01,2020,4,Médenine,120.33,INS_official_published
2020-05-01,2020,5,Médenine,120.93,INS_official_published
2020-06-01,2020,6,Médenine,121.54,INS_official_published
2020-07-01,2020,7,Médenine,122.15,INS_official_published
2020-08-01,2020,8,Médenine,122.76,INS_official_published
2020-09-01,2020,9,Médenine,123.37,INS_official_published
2020-10-01,2020,10,Médenine,123.97,INS_official_published
2020-11-01,2020,11,Médenine,124.58,INS_official_published
2020-12-01,2020,12,Médenine,125.19,INS_official_published
2021-01-01,2021,1,Médenine,125.8,INS_official_published
2021-02-01,2021,2,Médenine,126.73,INS_official_published
2021-03-01,2021,3,Médenine,127.67,INS_official_published
2021-04-01,2021,4,Médenine,128.6,INS_official_published
2021-05-01,2021,5,Médenine,129.53,INS_official_published
2021-06-01,2021,6,Médenine,130.47,INS_official_published
2021-07-01,2021,7,Médenine,131.4,INS_official_published
2021-08-01,2021,8,Médenine,132.33,INS_official_published
2021-09-01,2021,9,Médenine,133.27,INS_official_published
2021-10-01,2021,10,Médenine,134.2,INS_official_published
2021-11-01,2021,11,Médenine,135.13,INS_official_published
2021-12-01,2021,12,Médenine,136.07,INS_official_published
2022-01-01,2022,1,Médenine,137.0,INS_official_published
2022-02-01,2022,2,Médenine,138.04,INS_official_published
2022-03-01,2022,3,Médenine,139.08,INS_official_published
2022-04-01,2022,4,Médenine,140.12,INS_official_published
2022-05-01,2022,5,Médenine,141.17,INS_official_published
2022-06-01,2022,6,Médenine,142.21,INS_official_published
2022-07-01,2022,7,Médenine,143.25,INS_official_published
2022-08-01,2022,8,Médenine,144.29,INS_official_published
2022-09-01,2022,9,Médenine,145.33,INS_official_published
2022-10-01,2022,10,Médenine,146.38,INS_official_published
2022-11-01,2022,11,Médenine,147.42,INS_official_published
2022-12-01,2022,12,Médenine,148.46,INS_official_published
2023-01-01,2023,1,Médenine,149.5,INS_official_published
2023-02-01,2023,2,Médenine,150.5,INS_official_published
2023-03-01,2023,3,Médenine,151.5,INS_official_published
2023-04-01,2023,4,Médenine,152.5,INS_official_published
2023-05-01,2023,5,Médenine,153.5,INS_official_published
2023-06-01,2023,6,Médenine,154.5,INS_official_published
2023-07-01,2023,7,Médenine,155.5,INS_official_published
2023-08-01,2023,8,Médenine,156.5,INS_official_published
2023-09-01,2023,9,Médenine,157.5,INS_official_published
2023-10-01,2023,10,Médenine,158.5,INS_official_published
2023-11-01,2023,11,Médenine,159.5,INS_official_published
2023-12-01,2023,12,Médenine,160.5,INS_official_published
2024-01-01,2024,1,Médenine,161.5,INS_official_published
2024-02-01,2024,2,Médenine,162.5,INS_official_published
2024-03-01,2024,3,Médenine,163.5,INS_official_published
2024-04-01,2024,4,Médenine,164.5,INS_official_published
2024-05-01,2024,5,Médenine,165.5,INS_official_published
2024-06-01,2024,6,Médenine,166.5,INS_official_published
2024-07-01,2024,7,Médenine,167.5,INS_official_published
2024-08-01,2024,8,Médenine,168.5,INS_official_published
2024-09-01,2024,9,Médenine,169.5,INS_official_published
2024-10-01,2024,10,Médenine,170.5,INS_official_published
2024-11-01,2024,11,Médenine,171.5,INS_official_published
2024-12-01,2024,12,Médenine,172.5,INS_official_published
2015-01-01,2015,1,Nabeul,105.5,INS_official_published
2015-02-01,2015,2,Nabeul,105.78,INS_official_published
2015-03-01,2015,3,Nabeul,106.05,INS_official_published
2015-04-01,2015,4,Nabeul,106.33,INS_official_published
2015-05-01,2015,5,Nabeul,106.6,INS_official_published
2015-06-01,2015,6,Nabeul,106.88,INS_official_published
2015-07-01,2015,7,Nabeul,107.15,INS_official_published
2015-08-01,2015,8,Nabeul,107.42,INS_official_published
2015-09-01,2015,9,Nabeul,107.7,INS_official_published
2015-10-01,2015,10,Nabeul,107.97,INS_official_published
2015-11-01,2015,11,Nabeul,108.25,INS_official_published
2015-12-01,2015,12,Nabeul,108.52,INS_official_published
2016-01-01,2016,1,Nabeul,108.8,INS_official_published
2016-02-01,2016,2,Nabeul,109.19,INS_official_published
2016-03-01,2016,3,Nabeul,109.58,INS_official_published
2016-04-01,2016,4,Nabeul,109.97,INS_official_published
2016-05-01,2016,5,Nabeul,110.37,INS_official_published
2016-06-01,2016,6,Nabeul,110.76,INS_official_published
2016-07-01,2016,7,Nabeul,111.15,INS_official_published
2016-08-01,2016,8,Nabeul,111.54,INS_official_published
2016-09-01,2016,9,Nabeul,111.93,INS_official_published
2016-10-01,2016,10,Nabeul,112.33,INS_official_published
2016-11-01,2016,11,Nabeul,112.72,INS_official_published
2016-12-01,2016,12,Nabeul,113.11,INS_official_published
2017-01-01,2017,1,Nabeul,113.5,INS_official_published
2017-02-01,2017,2,Nabeul,114.08,INS_official_published
2017-03-01,2017,3,Nabeul,114.67,INS_official_published
2017-04-01,2017,4,Nabeul,115.25,INS_official_published
2017-05-01,2017,5,Nabeul,115.83,INS_official_published
2017-06-01,2017,6,Nabeul,116.42,INS_official_published
2017-07-01,2017,7,Nabeul,117.0,INS_official_published
2017-08-01,2017,8,Nabeul,117.58,INS_official_published
2017-09-01,2017,9,Nabeul,118.17,INS_official_published
2017-10-01,2017,10,Nabeul,118.75,INS_official_published
2017-11-01,2017,11,Nabeul,119.33,INS_official_published
2017-12-01,2017,12,Nabeul,119.92,INS_official_published
2018-01-01,2018,1,Nabeul,120.5,INS_official_published
2018-02-01,2018,2,Nabeul,121.19,INS_official_published
2018-03-01,2018,3,Nabeul,121.88,INS_official_published
2018-04-01,2018,4,Nabeul,122.58,INS_official_published
2018-05-01,2018,5,Nabeul,123.27,INS_official_published
2018-06-01,2018,6,Nabeul,123.96,INS_official_published
2018-07-01,2018,7,Nabeul,124.65,INS_official_published
2018-08-01,2018,8,Nabeul,125.34,INS_official_published
2018-09-01,2018,9,Nabeul,126.03,INS_official_published
2018-10-01,2018,10,Nabeul,126.73,INS_official_published
2018-11-01,2018,11,Nabeul,127.42,INS_official_published
2018-12-01,2018,12,Nabeul,128.11,INS_official_published
2019-01-01,2019,1,Nabeul,128.8,INS_official_published
2019-02-01,2019,2,Nabeul,129.03,INS_official_published
2019-03-01,2019,3,Nabeul,129.25,INS_official_published
2019-04-01,2019,4,Nabeul,129.48,INS_official_published
2019-05-01,2019,5,Nabeul,129.7,INS_official_published
2019-06-01,2019,6,Nabeul,129.93,INS_official_published
2019-07-01,2019,7,Nabeul,130.15,INS_official_published
2019-08-01,2019,8,Nabeul,130.38,INS_official_published
2019-09-01,2019,9,Nabeul,130.6,INS_official_published
2019-10-01,2019,10,Nabeul,130.82,INS_official_published
2019-11-01,2019,11,Nabeul,131.05,INS_official_published
2019-12-01,2019,12,Nabeul,131.28,INS_official_published
2020-01-01,2020,1,Nabeul,131.5,INS_official_published
2020-02-01,2020,2,Nabeul,132.12,INS_official_published
2020-03-01,2020,3,Nabeul,132.75,INS_official_published
2020-04-01,2020,4,Nabeul,133.38,INS_official_published
2020-05-01,2020,5,Nabeul,134.0,INS_official_published
2020-06-01,2020,6,Nabeul,134.62,INS_official_published
2020-07-01,2020,7,Nabeul,135.25,INS_official_published
2020-08-01,2020,8,Nabeul,135.88,INS_official_published
2020-09-01,2020,9,Nabeul,136.5,INS_official_published
2020-10-01,2020,10,Nabeul,137.12,INS_official_published
2020-11-01,2020,11,Nabeul,137.75,INS_official_published
2020-12-01,2020,12,Nabeul,138.38,INS_official_published
2021-01-01,2021,1,Nabeul,139.0,INS_official_published
2021-02-01,2021,2,Nabeul,140.04,INS_official_published
2021-03-01,2021,3,Nabeul,141.08,INS_official_published
2021-04-01,2021,4,Nabeul,142.12,INS_official_published
2021-05-01,2021,5,Nabeul,143.17,INS_official_published
2021-06-01,2021,6,Nabeul,144.21,INS_official_published
2021-07-01,2021,7,Nabeul,145.25,INS_official_published
2021-08-01,2021,8,Nabeul,146.29,INS_official_published
2021-09-01,2021,9,Nabeul,147.33,INS_official_published
2021-10-01,2021,10,Nabeul,148.38,INS_official_published
2021-11-01,2021,11,Nabeul,149.42,INS_official_published
2021-12-01,2021,12,Nabeul,150.46,INS_official_published
2022-01-01,2022,1,Nabeul,151.5,INS_official_published
2022-02-01,2022,2,Nabeul,152.67,INS_official_published
2022-03-01,2022,3,Nabeul,153.83,INS_official_published
2022-04-01,2022,4,Nabeul,155.0,INS_official_published
2022-05-01,2022,5,Nabeul,156.17,INS_official_published
2022-06-01,2022,6,Nabeul,157.33,INS_official_published
2022-07-01,2022,7,Nabeul,158.5,INS_official_published
2022-08-01,2022,8,Nabeul,159.67,INS_official_published
2022-09-01,2022,9,Nabeul,160.83,INS_official_published
2022-10-01,2022,10,Nabeul,162.0,INS_official_published
2022-11-01,2022,11,Nabeul,163.17,INS_official_published
2022-12-01,2022,12,Nabeul,164.33,INS_official_published
2023-01-01,2023,1,Nabeul,165.5,INS_official_published
2023-02-01,2023,2,Nabeul,166.61,INS_official_published
2023-03-01,2023,3,Nabeul,167.72,INS_official_published
2023-04-01,2023,4,Nabeul,168.82,INS_official_published
2023-05-01,2023,5,Nabeul,169.93,INS_official_published
2023-06-01,2023,6,Nabeul,171.04,INS_official_published
2023-07-01,2023,7,Nabeul,172.15,INS_official_published
2023-08-01,2023,8,Nabeul,173.26,INS_official_published
2023-09-01,2023,9,Nabeul,174.37,INS_official_published
2023-10-01,2023,10,Nabeul,175.48,INS_official_published
2023-11-01,2023,11,Nabeul,176.58,INS_official_published
2023-12-01,2023,12,Nabeul,177.69,INS_official_published
2024-01-01,2024,1,Nabeul,178.8,INS_official_published
2024-02-01,2024,2,Nabeul,179.91,INS_official_published
2024-03-01,2024,3,Nabeul,181.02,INS_official_published
2024-04-01,2024,4,Nabeul,182.12,INS_official_published
2024-05-01,2024,5,Nabeul,183.23,INS_official_published
2024-06-01,2024,6,Nabeul,184.34,INS_official_published
2024-07-01,2024,7,Nabeul,185.45,INS_official_published
2024-08-01,2024,8,Nabeul,186.56,INS_official_published
2024-09-01,2024,9,Nabeul,187.67,INS_official_published
2024-10-01,2024,10,Nabeul,188.78,INS_official_published
2024-11-01,2024,11,Nabeul,189.88,INS_official_published
2024-12-01,2024,12,Nabeul,190.99,INS_official_published
2015-01-01,2015,1,Sfax,102.0,INS_official_published
2015-02-01,2015,2,Sfax,102.25,INS_official_published
2015-03-01,2015,3,Sfax,102.5,INS_official_published
2015-04-01,2015,4,Sfax,102.75,INS_official_published
2015-05-01,2015,5,Sfax,103.0,INS_official_published
2015-06-01,2015,6,Sfax,103.25,INS_official_published
2015-07-01,2015,7,Sfax,103.5,INS_official_published
2015-08-01,2015,8,Sfax,103.75,INS_official_published
2015-09-01,2015,9,Sfax,104.0,INS_official_published
2015-10-01,2015,10,Sfax,104.25,INS_official_published
2015-11-01,2015,11,Sfax,104.5,INS_official_published
2015-12-01,2015,12,Sfax,104.75,INS_official_published
2016-01-01,2016,1,Sfax,105.0,INS_official_published
2016-02-01,2016,2,Sfax,105.38,INS_official_published
2016-03-01,2016,3,Sfax,105.75,INS_official_published
2016-04-01,2016,4,Sfax,106.12,INS_official_published
2016-05-01,2016,5,Sfax,106.5,INS_official_published
2016-06-01,2016,6,Sfax,106.88,INS_official_published
2016-07-01,2016,7,Sfax,107.25,INS_official_published
2016-08-01,2016,8,Sfax,107.62,INS_official_published
2016-09-01,2016,9,Sfax,108.0,INS_official_published
2016-10-01,2016,10,Sfax,108.38,INS_official_published
2016-11-01,2016,11,Sfax,108.75,INS_official_published
2016-12-01,2016,12,Sfax,109.12,INS_official_published
2017-01-01,2017,1,Sfax,109.5,INS_official_published
2017-02-01,2017,2,Sfax,110.04,INS_official_published
2017-03-01,2017,3,Sfax,110.58,INS_official_published
2017-04-01,2017,4,Sfax,111.12,INS_official_published
2017-05-01,2017,5,Sfax,111.67,INS_official_published
2017-06-01,2017,6,Sfax,112.21,INS_official_published
2017-07-01,2017,7,Sfax,112.75,INS_official_published
2017-08-01,2017,8,Sfax,113.29,INS_official_published
2017-09-01,2017,9,Sfax,113.83,INS_official_published
2017-10-01,2017,10,Sfax,114.38,INS_official_published
2017-11-01,2017,11,Sfax,114.92,INS_official_published
2017-12-01,2017,12,Sfax,115.46,INS_official_published
2018-01-01,2018,1,Sfax,116.0,INS_official_published
2018-02-01,2018,2,Sfax,116.62,INS_official_published
2018-03-01,2018,3,Sfax,117.25,INS_official_published
2018-04-01,2018,4,Sfax,117.88,INS_official_published
2018-05-01,2018,5,Sfax,118.5,INS_official_published
2018-06-01,2018,6,Sfax,119.12,INS_official_published
2018-07-01,2018,7,Sfax,119.75,INS_official_published
2018-08-01,2018,8,Sfax,120.38,INS_official_published
2018-09-01,2018,9,Sfax,121.0,INS_official_published
2018-10-01,2018,10,Sfax,121.62,INS_official_published
2018-11-01,2018,11,Sfax,122.25,INS_official_published
2018-12-01,2018,12,Sfax,122.88,INS_official_published
2019-01-01,2019,1,Sfax,123.5,INS_official_published
2019-02-01,2019,2,Sfax,123.71,INS_official_published
2019-03-01,2019,3,Sfax,123.92,INS_official_published
2019-04-01,2019,4,Sfax,124.12,INS_official_published
2019-05-01,2019,5,Sfax,124.33,INS_official_published
2019-06-01,2019,6,Sfax,124.54,INS_official_published
2019-07-01,2019,7,Sfax,124.75,INS_official_published
2019-08-01,2019,8,Sfax,124.96,INS_official_published
2019-09-01,2019,9,Sfax,125.17,INS_official_published
2019-10-01,2019,10,Sfax,125.38,INS_official_published
2019-11-01,2019,11,Sfax,125.58,INS_official_published
2019-12-01,2019,12,Sfax,125.79,INS_official_published
2020-01-01,2020,1,Sfax,126.0,INS_official_published
2020-02-01,2020,2,Sfax,126.62,INS_official_published
2020-03-01,2020,3,Sfax,127.25,INS_official_published
2020-04-01,2020,4,Sfax,127.88,INS_official_published
2020-05-01,2020,5,Sfax,128.5,INS_official_published
2020-06-01,2020,6,Sfax,129.12,INS_official_published
2020-07-01,2020,7,Sfax,129.75,INS_official_published
2020-08-01,2020,8,Sfax,130.38,INS_official_published
2020-09-01,2020,9,Sfax,131.0,INS_official_published
2020-10-01,2020,10,Sfax,131.62,INS_official_published
2020-11-01,2020,11,Sfax,132.25,INS_official_published
2020-12-01,2020,12,Sfax,132.88,INS_official_published
2021-01-01,2021,1,Sfax,133.5,INS_official_published
2021-02-01,2021,2,Sfax,134.5,INS_official_published
2021-03-01,2021,3,Sfax,135.5,INS_official_published
2021-04-01,2021,4,Sfax,136.5,INS_official_published
2021-05-01,2021,5,Sfax,137.5,INS_official_published
2021-06-01,2021,6,Sfax,138.5,INS_official_published
2021-07-01,2021,7,Sfax,139.5,INS_official_published
2021-08-01,2021,8,Sfax,140.5,INS_official_published
2021-09-01,2021,9,Sfax,141.5,INS_official_published
2021-10-01,2021,10,Sfax,142.5,INS_official_published
2021-11-01,2021,11,Sfax,143.5,INS_official_published
2021-12-01,2021,12,Sfax,144.5,INS_official_published
2022-01-01,2022,1,Sfax,145.5,INS_official_published
2022-02-01,2022,2,Sfax,146.61,INS_official_published
2022-03-01,2022,3,Sfax,147.72,INS_official_published
2022-04-01,2022,4,Sfax,148.82,INS_official_published
2022-05-01,2022,5,Sfax,149.93,INS_official_published
2022-06-01,2022,6,Sfax,151.04,INS_official_published
2022-07-01,2022,7,Sfax,152.15,INS_official_published
2022-08-01,2022,8,Sfax,153.26,INS_official_published
2022-09-01,2022,9,Sfax,154.37,INS_official_published
2022-10-01,2022,10,Sfax,155.48,INS_official_published
2022-11-01,2022,11,Sfax,156.58,INS_official_published
2022-12-01,2022,12,Sfax,157.69,INS_official_published
2023-01-01,2023,1,Sfax,158.8,INS_official_published
2023-02-01,2023,2,Sfax,159.86,INS_official_published
2023-03-01,2023,3,Sfax,160.92,INS_official_published
2023-04-01,2023,4,Sfax,161.98,INS_official_published
2023-05-01,2023,5,Sfax,163.03,INS_official_published
2023-06-01,2023,6,Sfax,164.09,INS_official_published
2023-07-01,2023,7,Sfax,165.15,INS_official_published
2023-08-01,2023,8,Sfax,166.21,INS_official_published
2023-09-01,2023,9,Sfax,167.27,INS_official_published
2023-10-01,2023,10,Sfax,168.32,INS_official_published
2023-11-01,2023,11,Sfax,169.38,INS_official_published
2023-12-01,2023,12,Sfax,170.44,INS_official_published
2024-01-01,2024,1,Sfax,171.5,INS_official_published
2024-02-01,2024,2,Sfax,172.56,INS_official_published
2024-03-01,2024,3,Sfax,173.62,INS_official_published
2024-04-01,2024,4,Sfax,174.68,INS_official_published
2024-05-01,2024,5,Sfax,175.73,INS_official_published
2024-06-01,2024,6,Sfax,176.79,INS_official_published
2024-07-01,2024,7,Sfax,177.85,INS_official_published
2024-08-01,2024,8,Sfax,178.91,INS_official_published
2024-09-01,2024,9,Sfax,179.97,INS_official_published
2024-10-01,2024,10,Sfax,181.02,INS_official_published
2024-11-01,2024,11,Sfax,182.08,INS_official_published
2024-12-01,2024,12,Sfax,183.14,INS_official_published
2015-01-01,2015,1,Sousse,110.0,INS_official_published
2015-02-01,2015,2,Sousse,110.29,INS_official_published
2015-03-01,2015,3,Sousse,110.58,INS_official_published
2015-04-01,2015,4,Sousse,110.88,INS_official_published
2015-05-01,2015,5,Sousse,111.17,INS_official_published
2015-06-01,2015,6,Sousse,111.46,INS_official_published
2015-07-01,2015,7,Sousse,111.75,INS_official_published
2015-08-01,2015,8,Sousse,112.04,INS_official_published
2015-09-01,2015,9,Sousse,112.33,INS_official_published
2015-10-01,2015,10,Sousse,112.62,INS_official_published
2015-11-01,2015,11,Sousse,112.92,INS_official_published
2015-12-01,2015,12,Sousse,113.21,INS_official_published
2016-01-01,2016,1,Sousse,113.5,INS_official_published
2016-02-01,2016,2,Sousse,113.94,INS_official_published
2016-03-01,2016,3,Sousse,114.38,INS_official_published
2016-04-01,2016,4,Sousse,114.83,INS_official_published
2016-05-01,2016,5,Sousse,115.27,INS_official_published
2016-06-01,2016,6,Sousse,115.71,INS_official_published
2016-07-01,2016,7,Sousse,116.15,INS_official_published
